   ,DISCODE,DISNAME,OFFICECODE,OFFICENAME,SHOPADDR,BOSS,CITY,POSTCODE,lat,lng
894,1003652,安徽省阜阳市吴波,1013,安徽直营办事处,安徽省阜阳市颍州中路111号燕莎百货,吴波,,,32.90028751,115.8305196
895,1003688,安徽省芜湖县张健,1013,安徽直营办事处,安徽省芜湖县延安西路88号,张健,,,31.153788,118.5743046
896,1003937,安徽省黄山市徽州区方灶根,1013,安徽直营办事处,安徽省黄山市徽州区黄山路丰乐阳光广场,方灶根,,,29.82836706,118.3458735
897,1003342,安徽省肥东县余国芳,1013,安徽直营办事处,安徽省肥东县长江东路与祥和路交口,余国芳,,,31.89171956,117.4359729
898,1003657,【定制销售本部】安徽省凤阳县邓言聪,1013,安徽直营办事处,安徽省凤阳县东长安街602-608全友定制衣柜,邓言聪,,,32.79221496,117.6114723
899,1003710,安徽省蚌埠市朱士潘,1013,安徽直营办事处,安徽省蚌埠市蚌山区光彩大市场4区11栋-02,朱士潘,,,32.92085847,117.366544
900,1003655,【定制销售本部】安徽省阜阳市颍州区奚大伟,1013,安徽直营办事处,安徽省阜阳市颍州中路111号,奚大伟,,,32.90032343,115.830986
901,1003820,安徽省休宁县蒋鹏,1013,安徽直营办事处,安徽省黄山市休宁县夹溪路绿地上郡21栋1-7号,蒋鹏,,,29.79494742,118.1811528
902,1003844,安徽省青阳县倪慧敏,1013,安徽直营办事处,安徽省青阳县天柱路中兴华庭1号楼,倪慧敏,,,30.64069879,117.8772209
903,1003124,安徽省肥西县余金常,1013,安徽直营办事处,安徽省合肥市肥西县金寨路环球地产全友家居,余金常,,,31.83612953,117.2707139
904,1003174,安徽省长丰县水湖镇汪丽君,1013,安徽直营办事处,安徽省长丰县水湖镇长丰西路中段,汪丽君,,,32.48360917,117.1724264
905,1003394,【定制销售本部】安徽省舒城县张杰,1013,安徽直营办事处,安徽省舒城县工业园区万佛路富宝床垫厂,张杰,,,31.31000308,116.8285591
906,1003483,安徽省黄山市屯溪区沈超,1013,安徽直营办事处,安徽省黄山市屯溪区屯广大道鼎天家园24-2-1号,沈超,,,29.7333143,118.3547929
907,1003567,安徽省灵璧县杨玉华,1013,安徽直营办事处,安徽省灵璧县北关加油站往北100米,杨玉华,,,33.55516319,117.5609958
908,1003570,安徽省祁门县陈洪武,1013,安徽直营办事处,安徽省黄山市祁门县广汇建材市场,陈洪武,,,29.87370569,117.6005281
909,1002157,安徽省宿州市黄远亮,1013,安徽直营办事处,安徽省宿州市汴河路南侧恒馨财富广场8号（原老卫校）,黄远亮,,,33.63556656,116.9796725
910,1002188,安徽省淮南市宣德亮,1013,安徽直营办事处,安徽省淮南市田家庵区淮舜北路276号全友家私,宣德亮,,,32.66590826,117.0316761
911,1002248,安徽省博望镇陶乃菱,1013,安徽直营办事处,安徽省马鞍山市博望区平桥开发区佳乐购购物广场,陶乃菱,,,31.5699117,118.8595124
912,1002955,【定制销售本部】安徽省蒙城县夏心勇,1013,安徽直营办事处,安徽省亳州市蒙城县逍遥中路商贸城三期C区-定制,夏心勇,,,33.26407038,116.5727775
913,1002941,安徽省凤阳县张文波,1013,安徽直营办事处,安徽省滁州市凤阳县新城区长安街紫薇花园北门610号,张文波,,,32.87239321,117.5472062
914,1003132,安徽省涡阳县孙明媚,1013,安徽直营办事处,安徽省涡阳县华都大道尚居都10#楼,孙明媚,,,33.55794905,116.2235505
915,1002685,安徽省全椒县潘成兰,1013,安徽直营办事处,安徽省滁州市全椒县奥康步行街三楼,潘成兰,,,32.09859223,118.2739721
916,1002805,安徽办虚拟商家,1013,安徽直营办事处,安徽办虚拟,安徽虚拟,,,31.85925242,117.2160052
917,1002954,【定制销售本部】安徽省淮南市卢飞龙,1013,安徽直营办事处,安徽省淮南市田家庵区淮舜北路276号天发商场-定制,卢飞龙,,,32.66590826,117.0316761
918,1002853,安徽省合肥市蜀山区罗小凤,1013,安徽直营办事处,安徽省合肥市蜀山区潜山路伊赛特家居城二楼,罗小凤,,,31.80133757,117.2393726
919,1001875,安徽省宣城市宁国市葛力高,1013,安徽直营办事处,安徽省宣城市宁国市东岸路与青龙路交叉口,葛力高,宁国市,242300,30.63877258,118.9939133
920,1001909,安徽省石台县胡耀光,1013,安徽直营办事处,安徽省池州市石台县城关仙寓路7号,胡耀光,石台县,245100,30.21522021,117.4929082
921,1002480,安徽省当涂县刘家锋,1013,安徽直营办事处,安徽马鞍山市当涂县姑孰路襄河湾小区,刘家锋,,,31.58047037,118.4944597
922,1002291,安徽省巢湖市程晓进,1013,安徽直营办事处,安徽省巢湖市长江东路与世纪大道交叉口巢湖大市场综合楼,程晓进,,,31.61562185,117.8947319
923,1002583,安徽省凤台县王邦银,1013,安徽直营办事处,安徽省凤台县河东经济开发区亿联五金家居城,王邦银,,,32.7914163,116.5849053
924,1000029,安徽省固镇县杨玉华,1013,安徽直营办事处,安徽省蚌埠市固镇县明都购物广场,杨玉华,固镇县,232100,33.32597513,117.3159663
925,1000030,安徽省定远县郑国敏,1013,安徽直营办事处,安徽省滁州市定远县西大街花园湖旁,郑国敏,定远县,232000,32.53379504,117.6783215
926,1000031,安徽省南陵县张致才,1013,安徽直营办事处,安徽省南陵县开发区夫子岭10号,张致才,南陵县,242400,30.73458622,118.2254521
927,1000032,安徽省泾县周慧敏,1013,安徽直营办事处,安徽省宣城市泾县皖南第一街B栋8号,周慧敏,泾县,242500,30.59928682,118.3760402
928,1000033,安徽省繁昌县熊家刚,1013,安徽直营办事处,安徽省芜湖市繁昌县安定东路宜美家居广场,熊家刚,繁昌县,241200,31.12832959,118.200118
929,1000034,安徽省芜湖市王玲,1013,安徽直营办事处,安徽省芜湖市鸠江区政府十里牌老飞机场路海洋物流院内,王玲,340200,241000,31.37506182,118.3988129
930,1000035,安徽省马鞍山市周志萍,1013,安徽直营办事处,安徽省马鞍山市雨山西路家家爱家具广场,周志萍,马鞍山市,241300,31.67923963,118.4899658
931,1000041,安徽省水阳镇赵先明,1013,安徽直营办事处,安徽省宣城市宣州区水阳镇大市场2、3楼,赵先明,水阳镇,242000,31.23019232,118.7932532
932,1000042,安徽省枞阳县项立新,1013,安徽直营办事处,安徽省安庆市枞阳县金山路,项立新,枞阳县,242000,30.71536877,117.234069
933,1000043,安徽省怀宁县钱光银,1013,安徽直营办事处,安徽省安庆市怀宁县皖河路与梅山路交口,钱光银,怀宁县,231000,30.74511569,116.8228699
934,1000044,安徽省石牌镇王益平,1013,安徽直营办事处,安徽省安庆市怀宁县石牌镇皖河大道44号,王益平,石牌镇,246100,30.41554837,116.6555573
935,1000046,安徽省潜山县涂华兵,1013,安徽直营办事处,安徽省安庆市潜山县全力阳光城东侧50米,涂华兵,潜山县,230000,30.63737962,116.5963306
936,1002802,安徽省滁州市俞恩云,1013,安徽直营办事处,安徽省滁州市上海北路611号29，30栋,俞恩云,,,32.32413004,118.3732406
937,1000061,安徽省三河镇左静,1013,安徽直营办事处,安徽省肥西县三河镇供销大楼全友家私,左静,三河镇,247100,31.51607984,117.2499966
938,1000064,安徽省濉溪县汪静华,1013,安徽直营办事处,安徽省淮北市濉溪县三提口华联超市,汪静华,濉溪县,23500,33.92424204,116.7711509
939,1000048,安徽省桐城市余谋应,1013,安徽直营办事处,安徽省桐城市兴尔旺大市场（西环路罗岒家具城）,余谋应,桐城市,230001,31.07516708,116.9721756
940,1000049,安徽省宿松县何涛江,1013,安徽直营办事处,安徽省安庆市宿松县孚玉东路商贸城3号楼,何涛江,宿松县,231000,30.16444587,116.1349996
941,1000050,安徽省池州市方义祥,1013,安徽直营办事处,安徽省池州市站前区豪丰家具装饰城4号楼C区3楼,方义祥,池州市,247000,30.66001925,117.4944768
942,1000052,安徽省岳西县张小顺,1013,安徽直营办事处,安徽省安庆市岳西县万家旺购物中心,张小顺,岳西县,231000,30.85973445,116.3655851
943,1000054,安徽省明光市陈和兵,1013,安徽直营办事处,安徽省滁州市明光市女山路（明旧路）331号,陈和兵,明光市,234001,32.78425195,118.006565
944,1000056,安徽省怀远县刘柯柯,1013,安徽直营办事处,安徽省蚌埠市怀远县城关镇怀远商城院内,刘柯柯,怀远县,230000,32.96316459,117.2076122
945,1000058,安徽省寿县张军海,1013,安徽直营办事处,安徽省六安市寿县东大街全友家私,张军海,寿县,231000,32.58178617,116.7960167
946,1000059,安徽省歙县季庆喜,1013,安徽直营办事处,安徽省黄山市歙县消防大队向东100米天都大楼,季庆喜,歙县,225200,29.88479427,118.4491345
947,1000000,安徽省六安市周丽,1013,安徽直营办事处,安徽省六安市光彩国际大市场二期全友家居国际馆,周丽,六安市,237400,31.73197684,116.4876785
948,1000001,安徽省六安市叶集区秦纪禄,1013,安徽直营办事处,安徽省六安市叶集试验区未名广场对面,秦纪禄,六安市叶集区,237431,31.8559763,115.9213547
949,1000003,安徽省霍邱县杜大祥,1013,安徽直营办事处,安徽省六安市霍邱县工农兵大桥头华丽家具广场,杜大祥,霍邱县,237400,32.3555122,116.2819956
950,1000005,安徽省舒城县张友权,1013,安徽直营办事处,安徽省六安市舒城县梅山北路47号富宝家具城2楼,张友权,舒城县,231300,31.31000308,116.8285591
951,1000006,安徽省无为县朱克斌,1013,安徽直营办事处,安徽省巢湖市无为县人民广场负一楼（原华联超市）,朱克斌,无为县,238300,31.30351903,117.924389
952,1000007,安徽省和县陆成金,1013,安徽直营办事处,安徽省巢湖市和县历阳东路（一小对面）,陆成金,和县,238000,31.7209229,118.3778604
953,1000009,安徽省庐江县程建民,1013,安徽直营办事处,安徽省巢湖市庐江县物宝家具市场,程建民,341400,231500,31.26893308,117.2926026
954,1000010,安徽省界首市李春华,1013,安徽直营办事处,安徽省阜阳市界首市法姬娜大道B区,李春华,界首市,236500,33.26044685,115.3891253
955,1000011,安徽省亳州市杨维丽,1013,安徽直营办事处,安徽省亳州市建安路（中心汽车站南与火车站之间）路西全友家私,杨维丽,亳州市,236800,33.85891244,115.801091
956,1000012,安徽省太和县随东海,1013,安徽直营办事处,安徽省阜阳市太和县人民北路万家福超市,随东海,太和县,236600,33.16895285,115.6385145
957,1000017,安徽省颍上县胡志标,1013,安徽直营办事处,安徽省阜阳市颍上县汇丰家具广场,胡志标,颍上县,236200,32.65367929,116.3023905
958,1003190,贵州省大方县张亢,1015,贵州直营办事处,贵州省毕节市大方县新民北路18栋3楼,张亢,,,26.90282593,106.7349961
959,1003854,【定制销售本部】贵州省六盘水市陈丽,1015,贵州直营办事处,贵州省六盘水市华灯世家2楼,陈丽,,,26.59186606,104.8520868
960,1003706,贵州省德江县刘代强,1015,贵州直营办事处,贵州省德江县温州商贸城32、33栋,刘代强,,,28.26452663,108.0947972
961,1003680,贵州省铜仁市杨勇,1015,贵州直营办事处,贵州省铜仁市西南国际商贸城7栋2层,杨勇,,,27.67490269,109.168558
962,1003870,贵州省贵阳市乌当区朱辉,1015,贵州直营办事处,贵州省贵阳市乌当区新添寨温泉路口,朱辉,,,26.63715934,106.7758207
963,1003886,贵州省贵阳市小河区匡纵情,1015,贵州直营办事处,贵州省贵阳市金阳区龙井路88路,匡纵情,,,26.58792139,106.7179776
964,1003730,贵州省思南县塘头镇杜小芳,1015,贵州直营办事处,贵州省思南县塘头镇甲秀大道政府广场下临街门面,杜小芳,,,27.74057598,108.2004647
965,1003798,【定制销售本部】贵州省遵义市林凡俊,1015,贵州直营办事处,贵州省遵义市机电街中段38号楼,林凡俊,,,27.69996138,106.9312603
966,1003871,贵州省雷山县万兆华,1015,贵州直营办事处,贵州省凯里市雷山县望丰路口和谐家园负一楼,万兆华,,,26.39150659,108.0798066
967,1003902,贵州省普安县陈锡超,1015,贵州直营办事处,贵州省黔西南州普安县环城西路21号,陈锡超,,,25.78888943,104.955965
968,1002660,贵州省黔西县杨钊,1015,贵州直营办事处,贵州省毕节地区黔西县华辰上都红河家具广场,杨钊,,,27.01299313,106.0489155
969,1002723,贵州省习水县陈加林,1015,贵州直营办事处,贵州省习水县西城区绿洲酒店后,陈加林,,,28.33311952,106.2078418
970,1002931,贵州淘宝,1015,贵州直营办事处,贵州淘宝,贵州淘宝,,,26.59339721,106.7152264
971,1003447,贵州省长顺县班健平,1015,贵州直营办事处,贵州省都均市长顺县休闲酒吧街全友家私,班健平,,,26.02737198,106.4517266
972,1003481,贵州省沿河县谷明勇,1015,贵州直营办事处,贵州省铜仁市沿河县县委对面,谷明勇,,,27.67490269,109.168558
973,1003510,贵州省平坝县王回华,1015,贵州直营办事处,贵州省平坝县大北门,王回华,,,26.40876868,106.2914047
974,1003390,贵州省凤冈县叶大奎,1015,贵州直营办事处,贵州省遵义市凤冈县龙泉镇飞雪街新世纪商贸城二楼,叶大奎,,,27.97020531,107.7289
975,1003582,贵州省正安县邹明分,1015,贵州直营办事处,贵州省正安县凤仪镇桐都大道正安印象B区19号门市,邹明分,,,28.53980081,107.4451113
976,1003561,贵州省遵义市新舟镇张光英,1015,贵州直营办事处,贵州省遵义市新浦新区新舟镇小学门口,张光英,,,27.84192846,107.25647
977,1002086,贵州省贵阳市匡纵情,1015,贵州直营办事处,贵州省贵阳市金阳区西南国际家居博览城摩登馆2楼E2-04全友家私,匡纵情,贵阳市,550005,26.84700195,106.6087235
978,1002679,贵州省榕江县陆根松,1015,贵州直营办事处,贵州省凯里市榕江县滨江花园,陆根松,,,25.93900006,108.5297871
979,1002682,贵州省天柱县王道,1015,贵州直营办事处,贵州省凯里市天柱县新时代家居广场,王道,,,26.91751154,109.2231947
980,1002324,贵州省织金县江建伟,1015,贵州直营办事处,贵州省毕节市织金县法星路中段,江建伟,,,27.40856213,105.3333234
981,1002325,贵州省松桃县石智敏,1015,贵州直营办事处,贵州省铜仁市松桃县南门桥全友家私,石智敏,,,28.16091213,109.2062881
982,1002675,贵州省贞丰县李永梅,1015,贵州直营办事处,贵州省黔西南州贞丰县永丰大道康筑花园综合大楼,李永梅,,,25.39447527,105.6516736
983,1001854,贵州省普定县王光丽,1015,贵州直营办事处,安顺市普定县安织路,王光丽,普定县,562100,26.34574755,105.7426931
984,1002412,贵州省威宁县黄海峰,1015,贵州直营办事处,贵州省威宁县四中旁全友家居,黄海峰,,,26.91294664,104.1378841
985,1002332,贵州省务川县唐家军,1015,贵州直营办事处,贵州省遵义市务川县老汽车站二楼,唐家军,,,28.66140391,107.9199346
986,1000256,贵州省六盘水市石灵根,1015,贵州直营办事处,贵州省六盘水市南环路曹家湾菜市旁,石灵根,六盘水市,553000,26.58950566,104.849225
987,1000257,贵州省兴义市徐涛,1015,贵州直营办事处,兴义市桔山新区神奇东路中段康居家饰广场,徐涛,兴义市,562400,25.09539535,104.926578
988,1000260,贵州省毕节市谢直斌,1015,贵州直营办事处,贵州省毕节地区新城区兴隆佳园二栋一楼全友家私,谢直斌,毕节市,551700,27.30159985,105.310826
989,1000266,贵州省安龙县张能伟,1015,贵州直营办事处,贵州省黔西南州安龙县邮电大楼旁东风家私城,张能伟,安龙县,552400,25.13997117,105.3802239
990,1000272,贵州省麻江县兰国辉,1015,贵州直营办事处,贵州省麻江县城关广建广场全友家居,兰国辉,麻江县,557000,26.46825389,107.6187126
991,1000274,贵州省施秉县任联斌,1015,贵州直营办事处,贵州省黔东南州施秉县金土地花园A栋一楼,任联斌,施秉县,556200,27.03655124,108.1333355
992,1000276,贵州省锦屏县周维刚,1015,贵州直营办事处,贵州省黔东南州锦屏县大十字中兴家私城,周维刚,锦屏县,556700,26.68584938,109.2082143
993,1000282,贵州省纳雍县张云贵,1015,贵州直营办事处,贵州省毕节地区纳雍县五眼桥脚,张云贵,纳雍县,553300,26.80850891,105.2838764
994,1000284,贵州省仁怀市杨顺康,1015,贵州直营办事处,贵州省遵义市仁怀市工商局大楼,杨顺康,仁怀市,564500,27.83920322,106.347908
995,1000288,贵州省清镇市梁再祥,1015,贵州直营办事处,贵州省贵阳市清镇市红旗路1号,梁再祥,清镇市,557700,26.56002964,106.481236
996,1000289,贵州省金沙县陈先萍,1015,贵州直营办事处,贵州省毕节市金沙县开明同心城家居生活馆B区三楼全友家居,陈先萍,金沙县,551800,26.85399319,106.7230728
997,1000291,贵州省江口县杨勇,1015,贵州直营办事处,贵州省江口县杨澜桥广场全友家居,杨勇,522200,554400,27.72880958,108.7786229
998,1000294,贵州省思南县杜桥生,1015,贵州直营办事处,贵州省铜仁市思南县恒泰商场三楼,杜桥生,思南县,565100,27.67490269,109.168558
999,1000295,贵州省瓮安县肖学平,1015,贵州直营办事处,贵州省瓮安县麒龙摩尔城A6A7栋二楼,肖学平,瓮安县,550400,27.17234003,107.4214118
1000,1000296,贵州省息烽县王华发,1015,贵州直营办事处,贵州省息烽县南大街11号楼转盘处,王华发,息烽县,551100,27.08846019,106.7491854
1001,1000297,贵州省贵定县钟长芬,1015,贵州直营办事处,贵州省黔南州贵定县红旗路商会家具城二楼,钟长芬,贵定县,551200,26.58731974,107.2401338
1002,1000298,贵州省黎平县李本国,1015,贵州直营办事处,贵州省黔东南州黎平县平街角商业大楼,李本国,黎平县,557300,26.15751352,109.0745905
1003,1000301,贵州省桐梓县王怀忠,1015,贵州直营办事处,贵州省遵义市桐梓县四化路小区集中地,王怀忠,桐梓县,563200,28.14312704,106.8349862
1004,1000305,贵州省镇宁县左茂林,1015,贵州直营办事处,贵州省镇宁县红星大道,左茂林,镇宁县,561200,25.84435301,105.8335526
1005,1000307,贵州省石阡县赵国勋,1015,贵州直营办事处,贵州省铜仁地区石阡县鲜花市场二楼,赵国勋,石阡县,555100,27.49075987,108.1699341
1006,1002836,贵州省荔波县李金水,1015,贵州直营办事处,贵州省荔波县玉屏镇时来运转市场,李金水,,,25.42084584,107.8841493
1007,1001246,山西省保德县陈建华,1016,山西直营办事处,山西省忻州市保德县府前大街交警队侧,陈建华,保德县,36600,39.04064478,111.1116436
1008,1001247,山西省定襄县郭美俊,1016,山西直营办事处,山西省忻州市定襄县电影院对面,郭美俊,定襄县,35400,38.51674976,113.0355888
1009,1001249,山西省河曲县赵金峰,1016,山西直营办事处,山西省忻州市河曲县益民南全友家私,赵金峰,河曲县,36500,39.20643953,111.3598293
1010,1001250,（山西办）陕西省府谷县杨顺兔,1016,山西直营办事处,陕西省榆林市府谷县赵石尧市场西侧,杨顺兔,府谷县,719400,39.18727247,110.8669342
1011,1001253,山西省原平市赵春田,1016,山西直营办事处,山西省忻州市原平市新世纪家具超市,赵春田,原平市,34100,38.73529544,112.72929
1012,1001254,山西省静乐县范建青,1016,山西直营办事处,山西省忻州市静乐县西林路利民小学对面,范建青,静乐县,46600,38.3682472,111.9483058
1013,1001258,山西省灵石县朱海玉,1016,山西直营办事处,山西省晋中市省灵石百隆家具城,朱海玉,灵石县,31300,37.69336153,112.7385144
1014,1003936,山西省太原市万柏林区朱利军,1016,山西直营办事处,山西省晋中市开发区机械园区二号路108国道迎宾西街段（和田加油站西200米）,朱利军,,,37.70335071,112.69945
1015,1003728,山西省翼城县秦剑锋,1016,山西直营办事处,山西省临汾市翼城县北关村口,秦剑锋,,,35.74570199,111.7203383
1016,1003927,【定制销售本部】山西省洪洞县刘丽华,1016,山西直营办事处,山西省洪洞县新丽都装饰城C区5排9号,刘丽华,,,36.24687018,111.7083044
1017,1003333,山西省左权县张顺奇,1016,山西直营办事处,山西省左权县将军路将军广场旁米兰小镇1号商铺,张顺奇,,,37.03279459,113.4745379
1018,1003171,【定制销售本部】山西省襄汾县侯琳娟,1016,山西直营办事处,山西省临汾市襄汾县大运路交通大厦北100米物资城内-定制,侯琳娟,,,35.88762209,111.4457297
1019,1003274,山西省寿阳县李晓鹏,1016,山西直营办事处,山西省晋中市寿阳县红星金盛家居城二排,李晓鹏,,,37.82511891,113.1416109
1020,1003650,【定制销售本部】山西省定襄县李建芳,1016,山西直营办事处,山西省忻州市定襄县晋昌大街（美好家园2层）,李建芳,,,38.48002783,112.9637957
1021,1003875,山西省阳曲县赵叮,1016,山西直营办事处,山西省阳曲县城南街富康家园10号楼,赵叮,,,38.05712948,112.674375
1022,1003679,山西省吉县董润泽,1016,山西直营办事处,山西省临汾市吉县新城步行街,董润泽,,,36.15867732,110.728162
1023,1003833,山西省五台县台城镇郭亚雄,1016,山西直营办事处,山西省忻州市五台县沟南乡沟南村粮库,郭亚雄郭亚雄,,,38.7179703,113.2685063
1024,1003896,山西省怀仁县李彩叶,1016,山西直营办事处,山西省朔州市怀仁县汽车站斜对面怀义西街,李彩叶,,,39.79357084,113.1123046
1025,1003852,山西省太原市西山刘彦兵,1016,山西直营办事处,山西省太原市万柏林区西山矿务局河泷湾综合商场,刘彦兵,,,37.8600432,112.462711
1026,1003656,山西省襄垣县夏四清,1016,山西直营办事处,山西省襄垣县时代名居商城北面1到3层,夏四清,,,36.58020079,112.9889735
1027,1003712,山西省临汾市刘开荣,1016,山西直营办事处,山西省临汾市万国家居城3楼,刘开荣,,,36.09974544,111.5387876
1028,1003144,【定制销售本部】山西省大同市姜海珍,1016,山西直营办事处,山西省大同市居然之家外围1-15号,姜海珍,,,40.1137445,113.2905087
1029,1003152,【定制销售本部】山西省寿阳县王均水,1016,山西直营办事处,山西省晋中市寿阳县新盛恒装饰城,王王均水,,,37.82511891,113.1416109
1030,1003305,山西省清徐县周冬科,1016,山西直营办事处,山西省清徐县旧汽车站南200米全友家居,周冬科,,,37.59324245,112.3870851
1031,1003434,【定制销售本部】山西省太原市尖草坪区王恒博,1016,山西直营办事处,山西省太原市现代家居国际博览中心1号馆,王恒博,,,37.88868912,112.5405095
1032,1003442,山西省原平市轩岗镇李彦军,1016,山西直营办事处,山西省原平市轩岗镇新市街,李彦军,,,38.90842523,112.4412847
1033,1003422,【定制销售本部】山西省霍州市常亮,1016,山西直营办事处,山西省霍州市鼓楼花园1号楼西侧,常亮,,,36.5737923,111.730444
1034,1003578,山西省晋中市王珮骅,1016,山西直营办事处,山西省晋中市汇通路106号华锯全友家居,王珮骅,,,37.69651089,112.7337628
1035,1003598,山西省兴县郝安明,1016,山西直营办事处,山西省兴县蔚汾镇郭家峁村（交警队往东300米）,郝安明,,,38.47302118,111.1342716
1036,1002359,山西省五寨县张福明,1016,山西直营办事处,山西省忻州市五寨县新建路国佳百货大楼,张福明,,,38.9178691,111.8493615
1037,1002402,山西省长治市长钢镇李军,1016,山西直营办事处,山西省长治市长钢镇金威超市对面二楼,李军,,,36.36312697,113.0677242
1038,1003122,【定制销售本部】山西省原平市祁秀瑞,1016,山西直营办事处,山西省原平市日昇家具建材生活广场（原平市消防队西侧）-定制,祁秀瑞,,,38.83887617,112.6821283
1039,1003055,【定制销售本部】山西省朔州曹宝驹,1016,山西直营办事处,山西省朔州市居然金地3-1-1号(定制),曹宝驹,,,39.33767197,112.4799277
1040,1002646,山西省沁县杜国强,1016,山西直营办事处,山西省长治市沁县沁州饭店对面全友家私,杜国强,,,36.76404665,112.7100811
1041,1002706,山西省忻州市郭美俊,1016,山西直营办事处,山西省忻州市前郝村,郭美俊,,,38.44372081,112.7670306
1042,1002876,山西省太原市吴文仲,1016,山西直营办事处,山西省太原市尖草坪区滨河西路现代家居博览中心,吴文仲,,,37.89218418,112.5378562
1043,1002738,山西省偏关县张有林,1016,山西直营办事处,山西省忻州市偏关县塔梁街,张有林,,,39.43883001,111.523617
1044,1003057,【定制销售本部】山西省晋城市梁素芳,1016,山西直营办事处,山西省晋城市中原西街575#-定制,梁素芳,,,35.48338391,112.8556933
1045,1002764,山西省交口县胡明臣,1016,山西直营办事处,山西省交口县云梦街欣泰小区对面,胡明臣,,,37.00001008,111.1806009
1046,1002717,山西省盂县秦剑峰,1016,山西直营办事处,山西省阳泉市盂县李荫路奇瑞汽车正对面50米,秦剑峰,,,38.22938573,113.3609666
1047,1002929,山西淘宝,1016,山西直营办事处,山西淘宝,山西淘宝,,,37.86656599,112.5154959
1048,1002349,山西省崞阳镇王自强,1016,山西直营办事处,山西省原平市崞阳镇正街综合门市南,王自强,,,38.7283746,112.7202864
1049,1002052,山西省大同市武保安,1016,山西直营办事处,山西省大同市南三环完成华府10号商铺,武保安,大同市,37000,40.06924906,113.322571
1050,1002142,山西省天镇县许志清,1016,山西直营办事处,山西省天镇县大西街迎宾路全友家私,许志清,,,40.42619869,114.0882647
1051,1001202,山西省稷山县郝坤,1016,山西直营办事处,山西省运城市稷山县108国道华联西侧,郝坤,稷山县,32400,35.59826692,110.9651218
1052,1003120,【定制销售本部】山西省太谷县田永强,1016,山西直营办事处,山西省晋中市太谷县西环中路全友家私生活馆-定制,田永强,,,37.43630086,112.5501974
1053,1003112,山西省阳高县张继芬,1016,山西直营办事处,山西省大同市阳高县学府街,张继芬,,,40.22231153,113.8231814
1054,1001256,山西省和顺县刘和平,1016,山西直营办事处,山西省晋中市和顺县桥东路中段专卖店,刘和平,和顺县,32700,37.33087454,113.5785763
1055,1001180,山西省吕梁离石高广炯,1016,山西直营办事处,山西省吕梁市离市区龙山路车辆检测站东侧（吕梁石油对面）,高广炯,吕梁离石,33000,37.52443135,111.1623733
1056,1001183,山西省文水县王国勇1,1016,山西直营办事处,山西省吕梁市文水县韩村大队旁,王国勇,文水县,32100,37.43386074,112.0530483
1057,1001186,山西省交城县游全明,1016,山西直营办事处,山西省吕梁市交城县南环路（交城二中对面）,游全明,交城县,33000,37.54759099,112.1570855
1058,1001193,山西省霍州市姜忠会,1016,山西直营办事处,山西省临汾市霍州市桥西森林家私城二楼,姜忠会,霍州市,31400,36.59967783,111.8308356
1059,1001194,（运城）山西省蒲县韩建国,1016,山西直营办事处,山西省临汾市蒲县电影院,韩建国,蒲县,41200,36.4245997,111.1623587
1060,1001195,山西省乡宁县薛月明,1016,山西直营办事处,山西省临汾市乡宁县原紫砂厂,薛月明,乡宁县,42100,35.92511918,110.9441284
1061,1001260,山西省太谷县武保安,1016,山西直营办事处,山西省晋中市太谷县西环中路全友家私生活馆(明星小学路口),武保安,太谷县,30800,37.43314888,112.5477712
1062,1001265,山西省阳泉市秦剑峰,1016,山西直营办事处,山西省阳泉市豪门家私城A馆负一层半山公馆写字楼二层,秦剑峰,阳泉市,45000,37.88658063,113.5870437
1063,1001266,山西省平定县秦剑峰,1016,山西直营办事处,山西省阳泉市平定县东关交通局东域华府三层,秦剑峰,平定县,45000,37.801937,113.6411909
1064,1001211,山西省垣曲县许永清,1016,山西直营办事处,山西省运城市垣曲县人人家超市二楼,许永清,垣曲县,43700,35.30432552,111.6796847
1065,1001214,山西省广灵县杨玉龙,1016,山西直营办事处,山西省大同市广灵县壶泉家电城,杨玉龙,广灵县,37500,39.76899448,114.1617018
1066,1001215,山西省浑源县南美华,1016,山西直营办事处,山西省大同市浑源县沙河桥头美华家具广场,南美华,浑源县,37400,39.79251045,113.9456006
1067,1001218,山西省灵丘县赵礼军,1016,山西直营办事处,山西省灵丘县新华街灵源集贸市场,赵礼军,灵丘县,34400,39.44490235,114.2318338
1068,1001221,山西省朔州市武保安,1016,山西直营办事处,山西省朔州市市府街与张辽路交叉口金源泰装饰城三楼,武保安,140600,38500,39.33599637,112.4220142
1069,1001223,山西省应县王义如,1016,山西直营办事处,山西省朔州市应县水务局大楼（旧酒厂对面）全友家私,王义如,应县,37600,39.56775462,113.1890707
1070,1001228,山西省长治市申忠书,1016,山西直营办事处,山西省长治市府后西街紫裕大厦一楼,申忠书,长治市,460000,36.20306931,113.1027436
1071,1001232,山西省武乡县武玲娥,1016,山西直营办事处,山西省长治市武乡县东声小区西北角（残疾人康复中心1、3楼）,武玲娥,武乡县,46200,36.84087683,112.8669327
1072,1001234,山西省壶关县徐仁国,1016,山西直营办事处,山西省长治市壶关县古城南路商业街,,壶关县,473000,35.99265193,113.3719979
1073,1001235,山西省黎城县申颜吓,1016,山西直营办事处,山西省长治市黎城县红太阳家具城,申颜吓,黎城县,476000,36.61936761,113.3968516
