   ,DISCODE,DISNAME,OFFICECODE,OFFICENAME,SHOPADDR,BOSS,CITY,POSTCODE,lat,lng
1,1001384,四川省绵竹市蒲昌清,1001,四川直营办事处,四川省德阳市绵竹市中心广场,蒲昌清,绵竹市,618200,31.43665731,104.1292939
2,1001385,四川省罗江县杨秀全,1001,四川直营办事处,四川省德阳市罗江县十字街二楼,杨秀全,罗江县,618500,31.32026519,104.5354103
3,1001386,四川省中江县胡海燕,1001,四川直营办事处,四川省德阳市中江县伍城北路193号,胡海燕,中江县,618100,31.05038012,104.6873565
4,1001388,四川省绵阳市郑成军,1001,四川直营办事处,四川省绵阳市百货大楼二、三楼,郑成军,绵阳市涪城区,621000,31.64990953,104.4261201
5,1001389,四川省平武县肖理仕,1001,四川直营办事处,四川省绵阳市平武县报恩寺休闲广场旁二楼,肖理仕,平武县,622550,32.41486494,104.5399484
6,1001392,四川省梓潼县白礼模,1001,四川直营办事处,四川省绵阳市梓潼县新世纪广场,白礼模,510700,622150,31.653621,105.1938342
7,1001393,四川省盐亭县许洪,1001,四川直营办事处,四川省绵阳市盐亭县汇丰休闲广场,许洪,盐亭县,621600,31.22752894,105.3993812
8,1001394,四川省三台县左天保,1001,四川直营办事处,四川省绵阳市三台县银杏路喜洋洋广场一区,左天保,510700,621100,31.08928239,105.0856418
9,1001395,四川省广元市利州区邹献东,1001,四川直营办事处,四川省广元市利州区新华街文化大厦二三楼,邹献东,广元市利州区,628017,32.44572716,105.8293928
10,1001396,四川省剑阁县罗跃春,1001,四川直营办事处,四川省广元市剑阁县农贸市场烟草公司旁,罗跃春,剑阁县,628300,31.92194773,105.503021
11,1001397,四川省苍溪县陈琦,1001,四川直营办事处,苍溪县解放路下段（翠屏家园斜对面）,陈琦,苍溪县,628400,28.81581998,104.6932546
12,1001398,四川省巴中市任波,1001,四川直营办事处,四川省巴中市东方鑫村商贸物业园全友家私,任波,巴中市,624100,31.85622135,106.7829537
13,1001399,四川省南江县范康,1001,四川直营办事处,四川省南江县红四门市场二楼,范康,南江县,624411,32.33723921,106.836181
14,1001400,四川省通江县王明寿,1001,四川直营办事处,四川省巴中市通江县诺江镇北街1号,王明寿,511900,624411,31.91928749,107.2519919
15,1001401,平昌映发商贸有限公司,1001,四川直营办事处,四川省巴中市平昌县汉王庙新区巴河水电公司,董光映,511900,623300,31.58147013,107.1031062
16,1001402,四川省达州市李洪梅,1001,四川直营办事处,四川省达州市西外景西华庭2楼全友家私,李洪梅,达州市,636200,31.20705905,107.4659889
17,1001403,四川省万源市唐致溥,1001,四川直营办事处,四川省达州市万源市和平路53#,唐致溥,万源市,610000,32.07477656,108.045164
18,1001405,四川省开江县李洪梅,1001,四川直营办事处,四川省达州市开江县清河广场F幢3楼,李洪梅,开江县,636200,31.0515873,107.8910119
19,1001406,四川省大竹县夏廷兵,1001,四川直营办事处,四川省达州市大竹县黑豹家具老库房,夏廷兵,大竹县,636250,30.69077238,107.2798774
20,1001407,四川省渠县陈凤琼,1001,四川直营办事处,四川省达州市渠县后溪街旱桥步行街西山花园二楼,陈凤琼,渠县,635200,30.84220394,106.9752581
21,1001413,四川省南充市顺庆区田远平,1001,四川直营办事处,四川省南充市丝绸大世界东区温馨港二楼,田远平,南充市顺庆区,625200,30.80131747,106.0821992
22,1001416,四川省南部县邓安俊,1001,四川直营办事处,四川省南充市南部县工业园区,邓安俊,南部县,625200,31.34980287,105.9235138
23,1001417,四川省西充县吴克弟,1001,四川直营办事处,四川省西充县晋城大道三段川北宾馆对面二楼,吴克弟,西充县,625400,31.0025936,105.8967639
24,1001418,四川省蓬安县钟永川,1001,四川直营办事处,四川省蓬安县抚琴大道全友家私,钟永川,蓬安县,625200,31.02930035,106.4274831
25,1001419,四川省营山县管国民,1001,四川直营办事处,四川省营山县三星路工业园区,管国民,511300,626300,31.1623228,106.718527
26,1001421,四川省射洪县向忠诚,1001,四川直营办事处,四川省遂宁市射洪县洪桥路222＃红桥一.二楼,向忠诚,射洪县,629200,30.90807863,105.3882446
27,1001422,四川省蓬溪县陈永林,1001,四川直营办事处,四川省遂宁市蓬溪县赤城镇映月街富安花园（也就是县政府对面）,陈永林,蓬溪县,629000,30.78282961,105.7179989
28,1001423,四川省资阳市廖文周,1001,四川直营办事处,四川省资阳市九曲花园（原佳家超市3楼）,廖文周,资阳市,611630,29.7415611,104.4935184
29,1001424,四川省简阳市蔡作林,1001,四川直营办事处,四川省资阳市简阳市阳晨商业广场,蔡作林,512000,621701,30.39190575,104.5491616
30,1001425,四川省乐至县廖文周,1001,四川直营办事处,四川省资阳市乐至县中心商业街二楼,廖文周,512000,611630,30.31394464,105.0283158
31,1001426,四川省安岳县陈文君,1001,四川直营办事处,四川省资阳市安岳县王家坝东大街16号,陈文君,安岳县,625500,30.10987725,105.348523
32,1001427,【定制销售本部】四川省眉山市李强,1001,四川直营办事处,四川省眉山市东坡区二环东路395号,李强,眉山市,620000,30.05240932,103.8570515
33,1001429,四川省丹棱县黄如进,1001,四川直营办事处,四川省眉山市丹棱县唢呐广场北京华联（时代商厦）2楼,黄如进,丹棱县,620600,30.01725498,103.5213273
34,1001430,四川省青神县刘爱军,1001,四川直营办事处,四川省青神县50米大道康苑世纪城,刘爱军,青神县,612460,29.84504731,103.8562144
35,1001432,四川省彭山县罗永贵,1001,四川直营办事处,四川省眉山市彭山县彭祖大道全友家私,罗永贵,511400,620860,30.20897324,103.8789152
36,1001436,四川省隆昌县韩仁辉,1001,四川直营办事处,四川省内江市隆昌县立交桥头恒泰综合楼二楼,韩仁辉,隆昌县,642150,29.36786875,105.2529577
37,1001437,四川省自贡市自流井区李润才,1001,四川直营办事处,四川省自贡市自由路大富豪家私城,李润才,510300,643000,29.35979151,104.7727653
38,1001438,四川省荣县郝光旭,1001,四川直营办事处,四川省自贡市荣县桂林街心花园,郝光旭,荣县,643100,29.3989785,104.3724079
39,1001441,四川省泸州市纳溪区黄辉明,1001,四川直营办事处,四川省泸州市纳溪区阳光商城一楼,黄辉明,泸州市纳溪区,646300,28.61404137,105.3906056
40,1001442,四川省泸县胡学清,1001,四川直营办事处,四川省泸州市泸县花园白领家俱城一楼,胡学清,510500,646100,29.12491997,105.5082673
41,1001443,四川省合江县王亨均,1001,四川直营办事处,四川省泸州市合江县少岷广场二楼,王亨均,510500,646200,28.81190227,105.8416748
42,1001446,四川省宜宾市赵同宾,1001,四川直营办事处,四川省宜宾市真武路27号城,赵同宾,宜宾市,644400,28.771006,104.621766
43,1001447,四川省江安县陈楷,1001,四川直营办事处,四川省宜宾市江安县竹海商城二楼,陈楷,江安县,644200,28.73167778,105.0796986
44,1001448,四川省长宁县张勇,1001,四川直营办事处,四川省宜宾市长宁县电力大道,张勇,511500,644300,28.51543379,104.9311486
45,1001449,四川省南溪县曾建华,1001,四川直营办事处,四川省宜宾市南溪区西区金盛综合市场2楼,曾建华,南溪县,644600,28.89721649,104.9414534
46,1001452,四川省筠连县张云龙,1001,四川直营办事处,四川省宜宾市筠连县县城定水路市场,张云龙,筠连县,645250,28.16505385,104.5082945
47,1001453,四川省高县黄亚兰,1001,四川直营办事处,四川省宜宾市高县庆符镇通道口,黄亚兰,511500,646154,28.44210783,104.5308838
48,1001457,四川省乐山市沙湾区曹洪彬,1001,四川直营办事处,四川省乐山市沙湾区德胜大道商场二楼,曹洪彬,乐山市沙湾区,614900,29.4191649,103.5587853
49,1001459,四川省井研县朱四文,1001,四川直营办事处,四川省乐山市井研县城西街2号,朱四文,井研县,613100,29.66445775,104.070888
50,1001461,四川省犍为县江成纲,1001,四川直营办事处,四川省乐山市犍为县漱玉大道商场一二楼,江成纲,犍为县,614400,29.2311905,103.9801985
51,1001462,四川省沐川县朱志勤,1001,四川直营办事处,四川省乐山市沐川县东门市场3号楼2楼,朱志勤,沐川县,614400,29.00690508,103.8265027
52,1001463,四川省西昌市王远玲,1001,四川直营办事处,四川省西昌市凯乐路1库,王远玲,西昌市,615000,27.89543119,102.2455848
53,1002742,四川省珙县王兴全,1001,四川直营办事处,四川省珙县僰都大酒店对面二楼全友家居,王兴全,,,28.4555839,104.7193335
54,1002765,四川省金堂县董勇,1001,四川直营办事处,四川省成都市金堂县十里大道二段天然气大楼,董勇,,,30.86760379,104.4153215
55,1002768,四川省遂宁市安居镇吴立华,1001,四川直营办事处,四川省遂宁市安居区安居镇琼江中路商业中心,吴立华,,,30.35386533,105.4668283
56,1003116,【定制销售本部】四川省都江堰市曹小凤,1001,四川直营办事处,四川省都江堰市观景路一段-定制,曹小凤,,,30.9997823,103.6401153
57,1003085,【定制销售本部】四川省温江区胡卫芳,1001,四川直营办事处,四川省成都市温江区新博美装饰城C区31号-定制,胡卫芳,,,30.68839018,103.872352
58,1002766,四川省郫县魏鑫,1001,四川直营办事处,四川省成都市郫县望丛东路一里阳光街口全友家居,魏鑫,,,30.80606335,103.9043174
59,1002878,四川省绵阳市永兴镇赵昌军,1001,四川直营办事处,四川省绵阳市永兴镇,赵昌军,,,31.46492122,104.6446519
60,1003076,【定制销售本部】四川省乐山市李华东,1001,四川直营办事处,四川省乐山市通江檀木嘴村一组-定制,曾宾,,,29.63839681,103.7470726
61,1002630,四川省峨眉山市马莲枝,1001,四川直营办事处,四川省峨眉山市胜利镇桑园小区45号,马莲枝,,,29.5981921,103.516615
62,1002700,四川省叙永县袁泽连,1001,四川直营办事处,四川省泸州市叙永县富丽大厦三楼,袁泽连,,,28.16476573,105.4528588
63,1002716,四川省凉山州雷波县蒋廷友,1001,四川直营办事处,四川省雷波县外东街农贸市场,蒋廷友,,,28.27934073,103.5125047
64,1003070,【定制销售本部】四川省江油市包红利,1001,四川直营办事处,四川省绵阳市江油市太百广场建材市场51-53号-定制,苏红,,,31.95242667,104.9331493
65,1002923,四川省郫县安德镇刘海花,1001,四川直营办事处,四川省郫县安德镇德兴街,刘海花,,,30.87968336,103.8096685
66,1002502,四川省内江市资中县李水国,1001,四川直营办事处,四川省内江市资中县建兴市场,李水国,,,29.77833599,104.8511673
67,1002515,四川省新津县李洪飞,1001,四川直营办事处,四川省成都市新津县武阳中路10号荣达大厦二楼全友家居,李洪飞,,,30.41796801,103.8189747
68,1002549,四川省石棉县胡雪峰,1001,四川直营办事处,四川省雅安市石棉县解放路一段,胡雪峰,,,29.24280688,102.3664466
69,1002569,四川省金堂县淮口镇易会兰,1001,四川直营办事处,四川省金堂县淮口镇,易会兰,,,30.72299797,104.5505226
70,1002319,四川省德阳市孝泉镇叶建,1001,四川直营办事处,四川德阳市孝德镇新城（家得利超市隔壁）,叶建,,,31.34844696,104.2103408
71,1002561,四川省名山县李程平,1001,四川直营办事处,四川省雅安市名山县月华山居,李程平,,,30.09238506,103.1172608
72,1002051,四川省濛阳镇张德军,1001,四川直营办事处,四川省彭州市濛阳镇濛阳新城全友家私,张德军,510100,610000,30.9898478,103.948633
73,1002141,四川省礼州镇王远玲,1001,四川直营办事处,西昌市礼州镇高速路出口全友家居,王远玲,,,28.05273376,102.1885206
74,1002278,四川省米易县王远玲,1001,四川直营办事处,四川省米易县二桥头睿龙花园,王远玲,,,26.90246679,102.1138477
75,1002282,四川省厚坝镇殷开强,1001,四川直营办事处,四川省绵阳市江油市厚坝镇龙王井街148号,,,,31.93986237,104.8380559
76,1002855,四川省双流县李洪飞,1001,四川直营办事处,四川省双流县藏卫路中段22号（大市场对面）,李洪飞,,,30.5768683,103.9306494
77,1001972,四川省大英县李科,1001,四川直营办事处,四川省遂宁市大英县西转盘同心路宏达大厦,李科,大英县,629300,30.58927212,105.2512493
78,1001989,四川省安县冯三蓉,1001,四川直营办事处,四川省绵阳市安县花街广厦市场二楼,冯三蓉,安县,644000,31.53975478,104.5709219
79,1002007,四川省仁寿县孙善坤,1001,四川直营办事处,四川省眉山市仁寿县新车站万年红家私,孙善坤,仁寿县,620500,30.02842102,103.9877058
80,1002018,四川省兴文县牟小勤,1001,四川直营办事处,四川省宜宾市兴文县古宋镇城西雅苑底楼,牟小勤,511500,644401,28.3101783,105.2474867
81,1001465,四川省冕宁县喻传利,1001,四川直营办事处,四川省凉山彝族自治州冕宁县长征路四大班子对面二楼,喻传利,冕宁县,615600,28.51485866,102.0689141
82,1001466,四川省越西县黄绍林,1001,四川直营办事处,四川省凉山彝族自治州越西县三岔口二楼商场,黄绍林,越西县,616650,28.5921905,102.6286813
83,1001467,四川省喜德县高云,1001,四川直营办事处,四川省凉山州喜德县光明大道,高云,喜德县,616750,28.30966375,102.416918
84,1001468,四川省昭觉县刘明怀,1001,四川直营办事处,四川省凉山彝族自治州昭觉县商场二楼,刘明怀,昭觉县,616150,28.01371914,102.8328179
85,1001469,四川省德昌县徐梓铭,1001,四川直营办事处,四川省凉山彝族自治州德昌县曹家碾青云商场104号,徐梓铭,德昌县,646154,27.33119418,102.1917344
86,1001470,四川省宁南县伍帮才,1001,四川直营办事处,四川省凉山彝族自治州宁南县白鹤滩大道南段148号,伍帮才,宁南县,615400,27.07124861,102.7579526
87,1001471,四川省盐源县苏丙文,1001,四川直营办事处,四川省凉山彝族自治州盐源县润盐东街,苏丙文,盐源县,615700,27.4324825,101.5246329
88,1001472,四川省会理县黄芸,1001,四川直营办事处,四川省凉山彝族自治州会理县顺城路595号商场场,黄芸,会理县,614800,26.5913008,102.2639271
89,1001473,四川省会东县危坤志,1001,四川直营办事处,四川省凉山彝族自治州会东县直属小学对面商场,危坤志,会东县,615200,26.63513526,102.5893893
90,1001477,（四川办）重庆市城口县伍良萍,1001,四川直营办事处,重庆市城口县南街南大街,伍良萍,城口县,405900,31.95089362,108.6754152
91,1001863,四川省北川县龙显翠,1001,四川直营办事处,四川省绵阳市北川县安昌镇安州大道,龙显翠,510700,622750,31.6486035,104.4251866
92,1002861,（四川办）云南省水富县邹俊,1001,四川直营办事处,云南省昭通市水富县临江路滨江花园全友家居,邹俊,,,28.6405198,104.4195824
93,30022,四川省彭州市直营店2013,1001,四川直营办事处,四川省彭州市天彭镇调露小区调露寺东路10#,徐玉鹏,,,30.99005475,103.9697565
94,1001409,四川省邻水县刘乾明,1001,四川直营办事处,四川省邻水工业园华讯电子厂,刘乾明,邻水县,638500,30.26328399,107.0033336
95,1001410,四川省华蓥市曾国强,1001,四川直营办事处,四川省广安市华蓥市蓥光支路,曾国强,华蓥市,638650,30.32183238,106.759412
96,1001411,四川省岳池县龙绪平,1001,四川直营办事处,四川省广安市岳池县南外街54#,龙绪平,岳池县,638300,30.53625203,106.4455772
97,1001345,四川省成都市青白江区刘玉彬,1001,四川直营办事处,四川省成都市青白江区华金大道224号,刘玉彬,成都市青白江区,610300,30.88389893,104.2799983
98,1001346,四川省成都市金牛区黄娟,1001,四川直营办事处,四川省成都市金牛区金牛坝18号西都家私广场,黄娟,成都市金牛区,61000,30.71826775,104.0244698
99,1001347,四川省成都市新都区孟天伦,1001,四川直营办事处,四川省成都新都区电子路518号,孟天伦,成都市新都区,610500,30.81977925,104.1682441
100,1001348,四川省新都区大丰镇张友宽,1001,四川直营办事处,四川省成都市新都区大丰镇全友家私,张友宽,新都区大丰镇,625400,30.76197884,104.0616346
101,1001352,四川省康定县陶福祥1,1001,四川直营办事处,四川省甘孜藏族自治州康定县小百货公司二楼,陶福祥,康定县,626000,29.95798935,101.7553306
102,1001354,四川省丹巴县王绍华,1001,四川直营办事处,四川省甘孜藏族自治州丹巴县文化馆底楼,王绍华,丹巴县,626300,30.96707434,101.7523977
103,1001356,四川省金川县周运,1001,四川直营办事处,四川省阿坝藏族羌族自治州金川县新街13号,周运,金川县,624100,31.48207662,102.0705104
104,1001359,四川省九寨沟县张永清,1001,四川直营办事处,四川省阿坝藏族羌族自治州九寨沟县新区城,张永清,九寨沟县,623400,33.3174465,103.9340438
105,1001361,四川省汶川县李莉君,1001,四川直营办事处,四川省阿坝藏族羌族自治州汶川县岷闲居花园一楼全友家私,李莉君,汶川县,624411,31.47985389,103.5855326
106,1001363,四川省雅安市李绍安,1001,四川直营办事处,四川省雅安市新民街金星商场51＃,李绍安,雅安市,625000,29.98780363,103.0140057
107,1001364,四川省宝兴县穆坪镇谢洪春,1001,四川直营办事处,四川省雅安市宝兴县穆坪镇二和口街,谢洪春,宝兴县穆坪镇,625700,30.37570782,102.820556
108,1001365,四川省天全县杨辅仁,1001,四川直营办事处,四川省雅安市天全县城厢真建材北路,杨辅仁,天全县,625500,30.06486243,102.7718035
109,1001366,四川省荥经县刘凯,1001,四川直营办事处,四川省雅安市荥经县金河广场二楼,刘凯,荥经县,625200,29.80058912,102.8521573
110,1001368,四川省芦山县佘锦红,1001,四川直营办事处,四川省雅安市芦山县玉溪花园小区二楼,佘锦红,芦山县,625600,30.44028157,103.0180988
111,1001370,四川省崇州市怀远镇陈刚强,1001,四川直营办事处,四川省崇州市怀远镇老东门一二楼全友家私,陈刚强,510100,611230,30.74443403,103.5404896
112,1001371,四川省都江堰市周勇,1001,四川直营办事处,四川省都江堰市一环路胥家路口,周勇,都江堰市,611830,31.00121733,103.6407759
113,1001373,四川省彭州市敖平镇周贤富,1001,四川直营办事处,四川省成都市彭州县敖平镇敖兴街49号,周贤富,彭州市敖平镇,611931,31.09803588,103.9948633
114,1001376,四川省邛崃市封丽江,1001,四川直营办事处,四川省成都市邛崃市五彩广场（联华超市三楼）,封丽江,510100,625000,30.42049191,103.469065
115,1001377,四川省蒲江县彭谋,1001,四川直营办事处,四川省成都市蒲江县驭虹路55号,彭谋,蒲江县,611630,30.20149556,103.5199495
116,1001380,四川省双流县华阳镇张琴1,1001,四川直营办事处,四川省成都市双流县华阳镇长江街一楼商场,张琴,510100,610000,30.51398137,104.0670289
117,1003802,四川省乐山市五通桥区张克清,1001,四川直营办事处,四川省乐山市五通桥区涌江路,张克清,,,29.42373351,103.8204983
118,1003811,四川省凉山州普格县向金凤,1001,四川直营办事处,四川省凉山州普格县新建南路148号,向金凤,,,27.37933528,102.5494442
119,1003663,四川省宜宾县李场镇吴凌云,1001,四川直营办事处,四川省宜宾县李场镇大塔乡新农贸市场口,吴凌云,,,28.88385664,104.4436961
120,1003793,【定制销售本部】四川省平武县陆懿,1001,四川直营办事处,四川省平武县飞龙路中段开发区,陆懿,,,32.41643195,104.5473156
121,1003664,四川省广汉市陈梅生,1001,四川直营办事处,四川省德阳市广汉市浪度九洲城,陈梅生,,,31.00648088,104.2984758
122,1003837,四川省泸州市欧阳源雄（新）,1001,四川直营办事处,四川省泸州市龙马潭区移动大楼背后负三层,欧阳源雄,,,28.98746024,105.4378417
123,1003775,四川省成都市犀浦镇黄娟,1001,四川直营办事处,四川省成都市金牛区金牛坝路20号全友家居,黄娟,,,30.71837393,104.0244847
124,1003733,【定制销售本部】四川省成都市金牛区赵聪灵,1001,四川直营办事处,四川省成都市金牛区凤凰立交红星美凯龙,赵聪灵,,,30.7294815,104.0815645
125,1003745,【定制销售本部】四川省遂宁市李红秋,1001,四川直营办事处,四川省遂宁市嘉禾西路近水楼台精品装饰城一楼,李红秋,,,30.52907567,105.5662747
126,1003799,四川省双流县白家镇蒲昌清,1001,四川直营办事处,四川省双流县航空港,蒲昌清,,,30.58071298,104.0028905
127,1003874,四川省宣汉县阳小芹,1001,四川直营办事处,四川省达州市宣汉县新桥路丽都花园3楼,阳小芹,,,31.36187028,107.7234638
128,1003885,四川省剑阁县下寺镇李春全,1001,四川直营办事处,四川省剑阁县下寺镇剑门大道世纪华联超市三四楼,李春全,,,32.2915456,105.5198653
129,1003649,【定制销售本部】四川省成都市新都区邓涛,1001,四川直营办事处,四川省成都市新都区桂水路273，275,邓涛,,,30.82132377,104.17287
130,1003880,【定制销售本部】四川省安岳县魏长春,1001,四川直营办事处,四川省安岳县王家坝滨河路3号,魏长春,,,29.99967727,105.4008758
131,1003536,【定制销售本部】四川省德阳市邹冬梅,1001,四川直营办事处,四川省德阳市长江西路二段33号,邹冬梅,,,31.13341993,104.3936497
132,1003351,【定制销售本部】四川省什邡李笃行,1001,四川直营办事处,四川省什邡市凯信恒瑞2－15-定制,李笃行,,,31.29369419,104.0198707
133,1003501,四川省泸县立石镇叶治刚,1001,四川直营办事处,四川省泸州市泸县立石镇尚都小区一楼,叶治刚,,,29.1524013,105.693524
134,1003596,四川省夹江县熊锡林,1001,四川直营办事处,四川省乐山市夹江县瓷都大道瓷都印象城,熊锡林,,,29.73367347,103.5882646
135,1003576,【定制销售本部】四川省成都市中和镇唐会娟,1001,四川直营办事处,四川省成都市中和大道三段,唐会娟,,,30.55135842,104.0878128
136,1003626,【定制销售本部】四川省罗江县王孟辉,1001,四川直营办事处,四川省德阳市罗江县纹江西路康庄花园4、5号,王孟辉,,,31.30996031,104.5105881
137,1003639,【定制销售本部】四川省武胜县陈林,1001,四川直营办事处,四川省武胜县六十米大街名族商业广场A区全友定制衣柜,陈林,,,30.37390454,106.2313662
138,1003640,【定制销售本部】四川省西充县黄晋,1001,四川直营办事处,四川省西充县晋城镇莲花路司法局对面2-3-8,黄晋,,,30.99908243,105.8954314
139,1003168,四川省龙泉驿区十陵镇李维群,1001,四川直营办事处,四川省成都市龙泉区十陵镇和平路66号,李维群,,,30.65664537,104.1840656
140,1003271,【定制销售本部】四川省新津县徐亚明,1001,四川直营办事处,四川省成都市新津县武阳西路154号,徐亚明,,,30.41892145,103.8138086
141,1003338,四川省成都市龙潭寺镇黄娟,1001,四川直营办事处,四川省成都市龙潭寺绕城旁中塑博美家居城二楼全友家居,黄娟,,,30.71837393,104.0244847
142,1003210,四川省阆中市杨杰,1001,四川直营办事处,四川省南充市阆中市柯家沟建材市场10区,杨杰,,,31.60211735,106.0780931
143,1003303,四川省仪陇县陈小平,1001,四川直营办事处,四川省仪陇县新政镇松海路118号,陈小平,,,31.28029365,106.3019006
144,1003256,【定制销售本部】四川省达州市王仲波,1001,四川直营办事处,"四川省达州市中青家居17-2-1(2,17,18)",王仲波,,,31.21419886,107.4949734
145,1003668,【定制销售本部】东方电机项目,1001,四川直营办事处,四川省德阳市黄河西路188号,蒲昌青,,,31.15289644,104.3990958
146,1003764,四川省小金县佯燕,1001,四川直营办事处,四川省阿坝州小金县河西街,佯燕,,,31.00426127,102.3710402
147,1003808,【定制销售本部】四川省天全县高红强,1001,四川直营办事处,四川省天全县文兴路5号,高红强,,,30.07887454,102.5783046
148,1003063,【定制销售本部】四川省自贡市陈林,1001,四川直营办事处,四川省自贡市川南建材市场D区,陈林,,,29.33834092,104.7473572
149,1003155,【定制销售本部】四川省宜宾市南溪区钟兰英,1001,四川直营办事处,四川省宜宾市南溪区长江大道西段民政局楼下,钟兰英,,,28.84551197,104.9807986
150,30023,四川省什邡市直营店,1001,四川直营办事处,四川省什邡市城南立交元石镇箭台村18组,郭斌,,,31.10879401,104.1831207
151,1003254,四川省成都市龙泉驿区谢燕,1001,四川直营办事处,四川省成都市龙泉驿区音乐广场锦宏时代商场,谢燕,,,30.56654644,104.2749814
152,1003300,【定制销售本部】四川省内江市张奎,1001,四川直营办事处,四川省内江市大千建材市场4号楼,张奎,,,29.59946153,105.073056
153,30028,四川省屏山县直营店1,1001,四川直营办事处,四川省宜宾市屏山县新县城石盘工业区,王顺刚,,,28.70242866,103.999118
154,1003221,四川省旺苍县范康,1001,四川直营办事处,四川省旺苍县新华路全友家居,范康,,,32.23466514,106.2948001
155,1003334,四川省郫县三道堰彭霖香,1001,四川直营办事处,四川省郫县三道堰郫彭路柏林河畔,彭霖香,,,30.87906581,103.9273475
156,1003169,四川省自贡市大安区牛佛镇范华琴,1001,四川直营办事处,四川省自贡市大安区牛佛镇张家坝社区居民委员会二组,范华琴,,,29.37659753,105.0383172
157,1003336,四川省洪雅县黄如进,1001,四川直营办事处,四川省洪雅县洪州大道金域蓝湾,黄如进,,,29.92085563,103.3726975
158,1003346,四川省威远县内江卓誉商贸有限责任公司,1001,四川直营办事处,四川省内江市威远县商业广场,林强,,,29.5995888,104.5939758
159,30032,四川省新繁镇香江CBD直营店2013,1001,四川直营办事处,四川省新都区龙桥镇瑞云社区杏桂街,胡章平,,,30.84758112,104.0271532
160,30033,四川省攀枝花市直营店2013,1001,四川直营办事处,四川省攀枝花市东区华山老熊箐社,艾波,,,26.54901291,101.7270481
161,1003383,四川省内江市胡祥冬,1001,四川直营办事处,四川省内江市东兴区平安路388号东港家私城全友家私,胡祥冬,,,29.6110787,105.0805683
162,1003387,四川省马尔康县杨忠,1001,四川直营办事处,四川省马尔康县滨河路184号,杨忠,,,31.90982556,102.2230681
163,1003391,四川省屏山县大乘镇李成练,1001,四川直营办事处,四川省屏山县大乘镇主街,李成练,,,28.77413117,104.3011378
164,1003361,【定制销售本部】四川省崇州市直营店,1001,四川直营办事处,四川省成都市崇州九龙路（中国银行旁）-定制,杨珉,,,30.64563139,103.6911869
165,30035,成都友成通达电子商务,1001,四川直营办事处,四川省成都市武侯区机投镇草金路37号,郭庆,,,30.64819329,103.9761016
166,1003433,【定制销售本部】四川省巴中市彭森,1001,四川直营办事处,四川省巴中市南池建材市场中药公司7号门市,彭森,,,31.85526559,106.7668815
167,1003484,【定制销售本部】四川省郫县李菊芳,1001,四川直营办事处,四川省郫县博美装饰城三楼-定制,李菊芳,,,30.83964188,103.884625
168,1003496,四川省汉源县任国兵,1001,四川直营办事处,四川省雅安市汉源县鄂州路一段,任国兵,,,29.3598259,102.6357199
169,1003534,四川省遂宁市船山区廖英,1001,四川直营办事处,四川省遂宁市船山区遂州中路金穗大厦2、3楼,廖英,,,30.53207361,105.5730772
170,1003539,【定制销售本部】四川省珙县杨华林,1001,四川直营办事处,四川省宜宾市珙县巡场兴达街55号全友定制衣柜专卖店,杨华林,,,28.45212148,104.7209496
171,1003517,【定制销售本部】四川省绵阳市张超,1001,四川直营办事处,四川省绵阳市涪城区一环路北段42号美家居装饰城全友定制衣柜店,张超,,,31.49229053,104.7397218
172,1003554,四川省凉山州甘洛县王建勇,1001,四川直营办事处,四川省凉山州甘洛县步行街春天家园2楼,王建勇,,,28.97485344,102.7674007
173,1003555,四川省眉山市杜莉华,1001,四川直营办事处,四川省眉山市环湖路义乌商贸城第三栋,杜莉华,,,30.05227529,103.8565564
174,30034,四川省德阳市直营店2013,1001,四川直营办事处,四川省德阳耐火厂附件千佛村仁惠纸箱厂内,王顺刚,,,31.11857045,104.3685798
175,1003425,【定制销售本部】四川省资阳市凌顺金,1001,四川直营办事处,四川省资阳市雁江区鑫峰建材市场,凌顺金,,,30.09164726,104.7554165
176,1002273,四川省金城镇夏中全,1001,四川直营办事处,四川省仪陇县金城镇建设路316号,夏中全,,,31.52259329,106.4131209
177,1002218,四川省富顺县胡波,1001,四川直营办事处,四川省自贡市富顺县县政府广场鼎洋家私城2楼,胡波,,,29.18650447,104.9803305
178,1003077,【定制销售本部】四川省宜宾市姜相敏,1001,四川直营办事处,四川省宜宾市南岸西区“海韵·家美”建材城3楼1号商铺-定制,姜相敏,,,28.76158317,104.6411202
179,1002715,四川省广安市龙运华,1001,四川直营办事处,四川省广安市思源中学旁,龙运华,,,30.46988739,106.6579373
180,1002741,四川省乐山市市中区李华东,1001,四川直营办事处,四川省乐山市通江檀木嘴村一组,李华东,,,29.63839681,103.7470726
181,1001308,陕西省子长县徐永乾,1002,陕西直营办事处,陕西省延安市子长县齐家湾中学旁全友家居,徐永乾,子长县,717300,37.14795901,109.6767189
182,1001310,陕西省吴起县蔺活庆,1002,陕西直营办事处,陕西省吴起县白沟洼二中斜对面全友家私,蔺活庆,吴起县,717600,36.92126721,108.2103505
183,1001311,陕西省富县田润虎,1002,陕西直营办事处,陕西省延安市富县北教场向阳镇全友家私专卖店,田润虎,富县,727500,36.00894448,109.3934324
184,1001322,陕西省横山县陈振军,1002,陕西直营办事处,陕西省榆林市横山县城北（新红会医院北侧）万国家居建材广场二楼,陈振军,横山县,717300,37.95927004,109.2960295
